posts,angry,fear,happy,neutral,sad,surprise
最近坚持不吃零食了，可是怎么体重还没变化？感觉每天运动那么多，怎么结果就是这样？到底什么时候能瘦啊？#减肥困惑#,0.13,0.12,0.0,0.13,0.62,0.5
减肥第一天：午饭没吃，只点了个燕麦碗代餐。难吃到爆，吃了还是饿，真的是为了瘦要拼了！#减肥日记#,0.0,0.12,0.23,0.07,0.52,0.12
今天在路上看到过山车之星只要六块，真的是太划算了！一定要回家赶紧去拿下，闯关类的游戏我最喜欢了！#闯关游戏#,0.0,0.0,1.0,0.0,0.0,0.0
早上做梦梦到买了双北卡蓝鞋，结果醒来打开小红书第一条就看到北卡蓝！我真的是被监视到了吧？#梦境神奇#,0.0,0.29,0.19,0.0,0.0,0.55
突然想一个人去按摩、逛街，吃个火锅，删掉微信，谁都别烦我，真是想好好放空自己。#独处时光#,0.35,0.07,0.0,0.0,0.63,0.0
最近心情有点低迷，总觉得这个世界上没有人在乎我，什么都做不开心，真想一个人独自待着。#情绪低谷#,0.14,0.14,0.0,0.0,0.88,0.0
终于开始减肥了！从昨天开始每天坚持运动，不跳舞就在家做跳操，发个打卡鼓励自己一下！#减肥打卡#,0.0,0.0,0.96,0.0,0.0,0.05
今天超级喜欢绿色食物，尤其是抹茶，吃到就停不下来！跳舞也更有动力了！#绿色健康#,0.0,0.0,1.0,0.0,0.0,0.0
穿什么都不好看，感觉自己又胖了，但懒得去跳舞。今晚我要自己好好调整，重拾自信！#自我调节#,0.08,0.0,0.68,0.1,0.31,0.0
这周末准备和男朋友去韩国街住两天！要去试试那些脆脆的好吃的，外卖也不能少！#韩国美食#,0.0,0.0,0.77,0.16,0.16,0.1
端午假期终于要和男朋友一起出去旅游了，已经很久没一起旅游了，好期待！#假期计划#,0.0,0.0,1.0,0.0,0.0,0.0
今天上班头好痛，真的很累，五点多回家睡觉，终于恢复过来。希望这段繁忙的时光快点过去。#忙碌工作#,0.12,0.05,0.47,0.06,0.51,0.0
每次调休真是累死我了，休息一天结果又连着干，真的是折磨人！#调休困扰#,0.92,0.0,0.0,0.0,0.23,0.0
好久没吃酱多多了，昨天终于吃到了，还是一只澜的紫米盒子最让我怀念！#美食分享#,0.0,0.0,0.87,0.0,0.23,0.0
最近真的好想放弃工作，每天加班，腰酸背痛，感觉做这份工作我真的是有点撑不住了。#工作压力#,0.11,0.09,0.0,0.0,0.93,0.0
看着剧中善宰跑起来真的是太好看了，回忆起之前看过的韩剧，真是太甜蜜了。#韩剧迷#,0.0,0.0,1.0,0.0,0.13,0.0
周一早上又是无精打采的一天，穿搭一如既往的随便，精神状态真是堪忧。#上班心情#,0.24,0.11,0.0,0.07,0.73,0.0
最近心情有点低落，花了点钱买了瓶梵克雅宝香水，感觉好多了，购物疗愈效果好。#购物疗愈#,0.0,0.0,0.75,0.1,0.16,0.0
暑假想染个粉色或蓝色头发，虽然很跳跃，但又想试试，纠结中…大家觉得怎么样？#发型计划#,0.11,0.0,0.21,0.39,0.42,0.17
最近小腹抽筋了，尤其是从坐姿站起来时特别痛，想知道是不是该去看看医生。#健康困扰#,0.07,0.17,0.0,0.23,0.72,0.06
吃了褪黑素，终于睡到了十点半，感觉好多了，明天要早起去跳舞，保持运动！#作息调整#,0.0,0.0,0.97,0.0,0.09,0.0
我真的是快要变成“i”型人了！只想自己去做按摩、逛街，再吃个火锅。#自我时间#,0.09,0.08,0.17,0.14,0.57,0.0
好久没认真吃饭，今天中午吃了饭后又想减肥，真是矛盾，控制饮食确实好难！#减肥困境#,0.28,0.09,0.0,0.0,0.65,0.06
最近情绪好差，又开始不想社交，感觉自己一直在内耗。是不是该去疗愈一下？#内心挣扎#,0.23,0.17,0.0,0.08,0.82,0.0
上班真是让人变得很mean，对陌生人越来越自私了，不管别人怎么想，自己最重要。#情绪变化#,0.56,0.05,0.06,0.11,0.3,0.0
有时候心情不好，就会开始暴食，结果大姨妈也推迟了，怎么这么糟心？#暴食后果#,0.55,0.17,0.0,0.0,0.42,0.18
每到周末我都会窝在被窝里痛哭，只有周末可以释放自己的脆弱，哭完感觉舒服多了。#情绪宣泄#,0.06,0.14,0.37,0.1,0.62,0.0
最近特别想去旅行，去看看别的城市，但又有些担心自己的经济情况，真是纠结。#旅行梦想#,0.0,0.21,0.0,0.13,0.68,0.0
最近觉得自己越来越懒了，工作上拖延，生活中也不太主动，真的要加油了。#懒惰反思#,0.16,0.1,0.33,0.07,0.56,0.0
昨天刚做了个梦，竟然梦到自己和偶像在音乐节见面，真是太激动了！#梦境奇遇#,0.0,0.13,0.69,0.0,0.0,0.41
又是一场大雪，地铁上挤得不可开交，感觉一整天都不顺，真是要疯了！#雪天烦恼#,0.76,0.12,0.0,0.0,0.29,0.0
我真心觉得这家网红店的衣服太不合适了！上次买的裙子，S码穿了差点爆掉，真的是要吐槽。#网购吐槽#,0.83,0.1,0.0,0.05,0.2,0.0
自己是个话不多的人，但如果周围人开始说话，我就会忍不住被带动起来，喜欢那种氛围。#社交观察#,0.12,0.06,0.73,0.23,0.0,0.0
看了下微博提醒，决定再也不买长裙了，矮个子穿长裙就是一大灾难！#穿搭心得#,0.15,0.18,0.06,0.33,0.56,0.08
心情差时我会独自一人做长时间地铁，去海湾看海，那些大学时期的回忆总能治愈我。#情绪疗愈#,0.0,0.08,0.65,0.2,0.39,0.0
最近一直在纠结要不要换新的遮瑕产品，已经用完了最爱的[name]遮瑕，纠结要不要回购。#美妆选择#,0.07,0.0,0.06,0.3,0.61,0.0
工作压力太大了，胃痛得不行，真想辞职，去做亿万富翁的老婆，再也不工作了！#辞职梦想#,0.22,0.07,0.0,0.05,0.79,0.0
看别人评价[name]唱歌太好听，心情复杂，既开心又不开心，真的好想抢票！#偶像心情#,0.18,0.0,0.43,0.0,0.4,0.0
第一次见男朋友家长，紧张得不行，完全不知道该注意点什么，求经验！#见家长心情#,0.08,0.28,0.3,0.13,0.29,0.17
突然想起来，和朋友们一起去吃安村烧肉，真的太好吃了！这个男人嘴巴真是挑！#美食时光#,0.0,0.0,0.68,0.1,0.0,0.26
看了很多直播，突然发现我自己买了好多不必要的东西，完全被带动了！#直播购物#,0.0,0.0,0.77,0.09,0.08,0.19
本来生气了准备分手，结果他哭了，我心软了，觉得自己真的是个坏人。#情感波动#,0.26,0.13,0.0,0.07,0.85,0.0
真的好喜欢[name]的歌，旅行的意义简直是我的人生歌曲，听了无数遍。#歌单分享#,0.0,0.0,0.98,0.0,0.0,0.0
心情特别差，直接买了一堆东西，结果心情好多了，消费真的是治愈良方！#购物疗愈#,0.17,0.0,0.53,0.12,0.3,0.0
男朋友变得越来越像NT人，不再那么轻松活泼，真的好失落，我更喜欢他以前的样子。#情感困惑#,0.09,0.12,0.0,0.07,1.0,0.0
有些人总是挑战我的三观，三观不合直接分手，不想忍受PUA！#感情态度#,0.66,0.09,0.0,0.11,0.34,0.0
发现头晕其实是缺觉，昨晚六点睡到早上六点，感觉好很多，果然好好休息最重要！#健康反思#,0.0,0.08,0.8,0.06,0.15,0.12
地铁上看到一个空轮椅，本来想坐下休息，结果没位置，真想一屁股坐进去。#地铁趣事#,0.19,0.14,0.06,0.17,0.31,0.24
真的不行了，觉得自己快要崩溃了，压力山大，真想休息一天恢复一下。#压力困扰#,0.27,0.11,0.0,0.0,0.79,0.0
等不及要去苏州了！抢到演唱会的票，再顺便玩一下，真是期待不已！#旅行计划#,0.0,0.0,0.9,0.0,0.0,0.05
