posts,angry,fear,happy,neutral,sad,surprise
今天真的太累了，感觉整个人都要崩溃。幸好有朋友陪着我聊了一会儿，瞬间心情好多了！有朋友真好💖 #友情的力量#,0.0,0.0,0.86,0.0,0.24,0.0
今天终于见到了好久不见的同学，大家聊得好开心，真是开心得像回到了过去，那个无忧无虑的时光真的让人怀念。🎉 #旧友重逢#,0.0,0.0,0.94,0.0,0.12,0.0
我的妈呀，我又被蚊子咬了！昨晚睡觉的时候简直就是蚊子的狂欢派对，感觉整个人都要疯了，怎么每年都这么倒霉呢？🦟 #夏天的烦恼#,0.61,0.12,0.0,0.0,0.27,0.09
最近开始有点焦虑，论文写到一半，时间好像总是不够用。幸好有朋友提醒我：“别急，一步一步来。”这句话给了我很大力量！💪 #努力的动力#,0.0,0.09,0.85,0.0,0.06,0.0
和朋友一起去了个超好玩的地方，拍了好多照片，真的是开心到爆！明天还想和他们一起去呢。 #玩乐时光#,0.0,0.0,1.0,0.0,0.0,0.0
觉得最近的生活节奏有点乱，但今天终于抓住机会整理了宿舍，感觉整个人都轻松了！有时候整理一下环境，心情也会变得更好！🧹 #整理生活#,0.0,0.0,1.0,0.0,0.0,0.0
每次和朋友们一起去看演唱会，真的觉得特别快乐，看到他们的笑脸，我觉得一切辛苦都值了。下次再约吧，期待我们下次一起玩！🎤 #演唱会时光#,0.0,0.0,1.0,0.0,0.0,0.0
今天心情超级好，买了一件新衣服，试穿后超级满意！感觉自己一下子年轻了十岁哈哈。购物真的是最好的解压方式了！👗 #购物时光#,0.0,0.0,1.0,0.0,0.0,0.0
今天在宿舍里看了一部电影，发现自己好久没有好好休息了。生活就是需要偶尔放慢脚步，享受一下属于自己的时间。🎬 #自我放松#,0.0,0.0,0.82,0.1,0.16,0.05
最近真的很想回家，虽然外面有很多好玩的，但每次想家就感觉很失落。希望放假能早点回去看看爸妈。🏡 #思乡情怀#,0.0,0.09,0.23,0.1,0.75,0.0
终于收到了那个期待已久的包裹！虽然不是大牌，但一直盯了很久，收到的那一刻真的超级开心！🎁 #小确幸#,0.0,0.0,1.0,0.0,0.0,0.0
