posts,angry,fear,happy,neutral,sad,surprise
#车保罗已离开无限超越班# 年纪大怎么了？甘心当绿叶、不追名逐利怎么了？车老师塑造的经典角色永远在我们心中！希望更多慧眼识人的导演给他机会！#致敬老戏骨#,0.0,0.0,0.77,0.09,0.11,0.0
#东北制药# 地域黑不可取，哪里都有好人坏人，不要随便给某地贴标签！#尊重每个地方#,0.61,0.09,0.1,0.29,0.0,0.0
#你是还没阳过的天选打工人吗# 拿这种话题娱乐化，真的不妥。#尊重每个人的经历#,0.75,0.0,0.0,0.2,0.07,0.0
#主播回应直播卖衣服称东北土不拉唧# 地域歧视不应该有，我们应该尊重每个地方的文化，停止这种无理的言论！#拒绝地域歧视#,0.66,0.12,0.13,0.26,0.0,0.09
#结婚后朋友会越来越少吗# 朋友的多少与结婚无关，真朋友永远在。#朋友之间#,0.0,0.06,0.35,0.43,0.25,0.12
#县委大院全员变装# [name]姐姐终于演女主了！她的实力真的太棒了，期待她更多的作品！#演员实力#,0.0,0.0,0.93,0.0,0.0,0.06
#分享欲本身就是偏爱# 分享给懂你的人更有意义，不是所有人都能理解你的感受。#分享与理解#,0.0,0.0,0.63,0.41,0.0,0.0
#因为喜欢相遇才有意义# 真正的相遇是彼此心动，彼此欣赏！这才是最美好的相遇！#心动的力量#,0.0,0.0,0.96,0.0,0.0,0.07
#张娜拉##[name]基# 这对搭档太般配了！希望他们能有更多的合作机会！#期待新作#,0.0,0.0,0.88,0.12,0.0,0.0
#治愈系电视剧天花板# 好剧和萌娃都能治愈人心，喜欢这些温暖的存在！#治愈系力量#,0.0,0.0,0.94,0.07,0.0,0.0
#小九承认告白小水# 小水和查侬简直太配了！期待他们更多的合作！#明星情侣#,0.0,0.0,0.74,0.21,0.11,0.13
#如果不考虑职业歧视和薪资# 每个人都值得做自己想做的事，工作不应该让人承受那么多压力。#职业尊重#,0.21,0.07,0.36,0.38,0.0,0.0
#永远善良、真诚的大男孩 — 高高@[name]godfrey# 高高真的是温暖、儒雅，值得所有人的喜爱！#致敬高高#,0.0,0.0,0.99,0.0,0.0,0.0
#大湾仔的夜[num]定档# 少了汉文儿哥，真的有点失落，期待这次的兄弟情能够打动我们！#节目期待#,0.0,0.11,0.58,0.07,0.29,0.0
#汤唯获青龙奖影后# 恭喜汤唯！她真的很不容易，实力和努力得到了应有的回报！#恭喜汤唯#,0.0,0.0,0.96,0.0,0.0,0.0
#父母远行前为[num]岁女儿做好[num]天饭菜# 父母的爱无论多大，永远是最深沉的。无论我们多大，永远是他们的宝贝！#父母的爱#,0.0,0.0,0.92,0.0,0.0,0.0
#为什么越来越多人开倍速追剧# 电视剧的质量决定了观众的耐性，只有好剧才值得我们不快进！#电视剧品质#,0.17,0.06,0.45,0.3,0.0,0.06
#女生在校遭霸凌致精神失常# 霸凌是无法容忍的行为，社会应该给予更多保护。#保护每个孩子#,0.24,0.17,0.08,0.46,0.15,0.0
#月嫂带娃玩手机被打伤# 月嫂不仅要有专业技能，更要有责任心和爱心。#月嫂责任#,0.1,0.15,0.18,0.46,0.19,0.0
#不要再给吃货制造焦虑了# 吃货也有自己的幸福，健康的饮食观念更重要！#尊重每个人的生活方式#,0.07,0.0,0.68,0.19,0.08,0.0
#父母远比你想象中更爱你# 我真的很感恩，有这么伟大的父母。#感恩父母#,0.0,0.05,0.96,0.0,0.07,0.0
#你为什么迟迟还没释怀# 没什么不能释怀的。学会放下，是让自己轻松的第一步。#释怀#,0.11,0.0,0.4,0.26,0.34,0.06
#泰剧已经这么超前了吗# 泰剧的创意和演技真的是越来越强，剧情吸引人，演员更有魅力！#泰剧追剧#,0.0,0.0,0.82,0.1,0.0,0.13
#刘氏兄弟父母支持儿子回到中国# 希望两位选手能够继续在中国赛场发光发热！#支持刘氏兄弟#,0.0,0.0,0.96,0.0,0.0,0.0
#刘氏兄弟父母支持儿子回到中国# 互联网没有记忆，也应该尊重每个人的选择！#尊重选择#,0.11,0.0,0.59,0.21,0.0,0.13
#韩国短道选手回应挑衅手势# 体育竞技应该是健康的竞争，不该有恶意挑衅。#尊重体育精神#,0.29,0.14,0.16,0.58,0.0,0.0
#赛琳娜回应捐肾好友取关# 在帮助他人时，我们应该有更深的共情，而不是伤害那些曾经帮助我们的人。#尊重他人#,0.06,0.0,0.48,0.46,0.05,0.0
#捐肾好友取关赛琳娜# 选对的人至关重要，背后永远需要心存感激。#珍惜每一次帮助#,0.0,0.11,0.71,0.22,0.07,0.0
#内娱女明星流量花top[num]# 演技和作品最重要，流量只是一个方面。#演员实力至上#,0.0,0.06,0.42,0.59,0.0,0.0
#赵丽颖林更新 二哈追博美# 期待两位再次合作，这对CP真的太有魅力了！#CP配对#,0.0,0.0,0.9,0.08,0.0,0.1
#男子让流浪狗点头摇头决定去留# 如果不能承担责任，还是不要轻易收养宠物。#责任心#,0.06,0.13,0.15,0.61,0.16,0.0
#苏醒晒和[name]合照# 友谊最美好的样子，就是彼此互相理解、支持！#友谊长存#,0.0,0.0,0.9,0.1,0.0,0.0
#新郑三中老师# 师生之间的尊重非常重要，网络暴力无论对谁都不应该发生！#尊重师生#,0.31,0.06,0.28,0.41,0.0,0.0
