posts,angry,fear,happy,neutral,sad,surprise
今天去超市，看到一堆新鲜的草莓🍓，我心情瞬间变得超好！红色的食物真的有种魔力啊，吃了心情也能变得明朗！🍓✨,0.0,0.0,0.98,0.0,0.0,0.06
梦见自己变成了小猫，依偎在窗台上，阳光洒满一地，真的好安静，好温暖。生活偶尔就需要这样的片刻宁静呢。🐱☀️,0.0,0.0,1.0,0.0,0.0,0.0
新的一周开始了！我的目标是每天下班前都回复完所有信息，不再拖延！加油，做个高效的自己💪📱,0.11,0.0,1.0,0.0,0.0,0.0
你们知道吗，最近开始学做意大利面了！第一次做竟然超级成功，自己给自己点个赞👏！明天准备试试做披萨🍕！,0.0,0.0,0.81,0.0,0.0,0.26
看完《亲爱的，热爱的》后，我又重新相信了爱情的美好。每个小细节都那么治愈，真的是追剧必看！📺💕,0.0,0.0,1.0,0.0,0.0,0.0
这几天天气真的太好了，阳光透过窗户洒进屋里，感觉整个世界都变得温暖了起来。希望大家也能感受到这份阳光！🌞💛,0.0,0.0,1.0,0.0,0.0,0.0
昨晚去朋友家吃饭，大家一起做了火锅🥘，气氛超好，大家边吃边笑，简直是心灵的补给！生活最美好的就是这些时光了吧。,0.06,0.0,1.0,0.0,0.0,0.0
今天尝试了新开的咖啡馆，环境超棒！点了一杯香草拿铁☕，味道好极了！朋友们要是想聚会，一定要来这家试试！💫,0.0,0.0,0.98,0.13,0.0,0.07
最近特别喜欢收集手工皂，觉得用这种小物件给生活增添了一些特别的温暖感。每次用的时候都觉得心情愉悦🥰,0.1,0.0,1.0,0.0,0.0,0.0
看完电影《无问西东》，又有了对生活的新感悟。人生就是要追求自己的梦想，勇敢去做自己喜欢的事，不管别人怎么说。🎬🌱,0.0,0.0,0.92,0.06,0.0,0.0
今天突然想吃炒年糕🍡，可是无论怎么做，味道都不对。没关系，生活不就是这样吗？偶尔不完美，依然值得享受！😄,0.0,0.0,0.91,0.0,0.15,0.07
和朋友一起去爬山，虽然上山的过程有点辛苦，但看到山顶的风景后，觉得一切都值得了！生活就是要有这些挑战和收获！🌄,0.0,0.0,1.0,0.0,0.0,0.0
今天收到了一张明信片🎴，来自远方的朋友，字里行间都写满了她的思念，真的是感动到不行。生活中有朋友真的太幸福了！💌,0.0,0.0,1.0,0.0,0.0,0.0
