posts,angry,fear,happy,neutral,sad,surprise
最近发现自己变得越来越像“赛博寡妇”了，lol改名后ljw就去玩apex了，呵呵。感觉心里有点空虚了，幸好有digital hug可以安慰自己。 #电子时代的恋爱#,0.0,0.08,0.66,0.06,0.29,0.0
最近看到杨幂的剧真的是太过瘾了！尤其是《狐妖小红娘月红篇》，每一集都让我眼前一亮，杨幂的演技真的越来越好！#杨幂# #狐妖小红娘#,0.0,0.0,0.93,0.0,0.0,0.06
今天看了一场特别开心的比赛！虽然BLG输了，但能和朋友们一起看比赛，开心的心情完全盖过了失落！希望下次能有更好的表现！#电竞# #BLG#,0.0,0.0,1.0,0.0,0.0,0.0
今天去大学打印资料，等了好久，终于等到老师了！也许就是这样的小事，让生活充满了不确定和小幸运！#大学生活# #青春点滴#,0.0,0.0,1.0,0.0,0.0,0.05
早上在健身房遇到教练姐姐，虽然半年没见，她还是那么亲切，根本不催我买课程，关心我还是很温暖。#健身# #生活中的温暖#,0.0,0.08,1.0,0.0,0.0,0.05
最近感慨，大家都觉得“毕业即失业”，但其实只要心态平和，做好自己，不焦虑，机会就会来找你。#职场心得# #毕业季#,0.0,0.08,0.49,0.28,0.17,0.06
今晚终于下定决心去复健了！教练姐姐依然那么亲切，没见面半年，聊得依然很开心。她还告诉我，男朋友给她买了黄金，真香！#健身# #生活变化#,0.07,0.0,1.0,0.0,0.0,0.08
我的世界又不一样了！昨天刚学了新技能，马上就去实践！感觉每次挑战自己，都是一种成就。#自我提升# #不断努力#,0.0,0.0,1.0,0.0,0.0,0.0
不得不说，最近真的过得好开心！每次和朋友们一起吃火锅聊八卦，心情总是好得不行！#火锅日常# #好友相聚#,0.0,0.0,1.0,0.0,0.0,0.0
一直觉得，生活就应该是“工作+美食+朋友”。今天和好朋友一起去尝了新餐厅，真是开心的一天！#美食探店# #好朋友#,0.0,0.0,1.0,0.0,0.0,0.07
最近我妈特别会做饭，昨天她做了超级好吃的红烧肉，我都快吃成了“肉球”。大家都得尝尝她的手艺！#家常菜# #妈妈的味道#,0.0,0.0,0.94,0.09,0.08,0.0
听到一个朋友说：“活得快乐是最重要的，不能为了别人而活。” 这句话真的是敲打了我，开始思考自己更想要的生活。#人生感悟# #自我反思#,0.0,0.07,0.56,0.2,0.23,0.0
刚刚和朋友分享了我最近的迷恋——超喜欢吃的甜点！每次吃都觉得人生充满了希望！#甜点控# #小确幸#,0.07,0.0,0.99,0.0,0.0,0.0
最近真的是疯狂迷上了网购！每次快递一到就特别兴奋，感觉自己每一次都是“赚到了”！#网购狂# #购物成瘾#,0.0,0.0,0.87,0.0,0.0,0.1
昨天看完一部超治愈的电影，真的感觉世界充满了爱！特别是看完后，我发现生活中真的有很多小幸福等着我们去发现。#电影推荐# #生活中的温暖#,0.0,0.0,0.99,0.0,0.0,0.0
昨天去健身房，练完腰腹，真的好舒服！早晨起来，感觉整个人都充满了活力。#健身日常# #活力满满#,0.0,0.0,1.0,0.0,0.0,0.0
今天的咖啡配上音乐，坐在窗边，外面阳光洒进来，生活瞬间变得特别美好，想把这份平静永远保留。#美好时光# #咖啡与阳光#,0.06,0.0,1.0,0.0,0.0,0.06
每次遇到不顺的事，我都会提醒自己：“只要尽力了，结果也没关系。” 平和心态是最重要的！#生活感悟# #心态调整#,0.0,0.0,0.7,0.33,0.08,0.0
最近在想着人生的目标，努力工作，享受生活。每一步都走得小心但不失热情，愿未来越来越好！#人生目标# #努力向前#,0.0,0.0,1.0,0.0,0.0,0.0
最近发觉自己真的很幸运，身边有很多朋友一起走过每一段路。感谢身边的每一个人！#感恩# #友情岁月#,0.0,0.0,1.0,0.0,0.0,0.0
早晨醒来，阳光透过窗帘，心情瞬间变好。今天的任务清单都很紧凑，但我一定能完成！加油自己！#早晨心情# #每日打卡#,0.0,0.0,1.0,0.0,0.0,0.0
最近总是惦记着和朋友们一起的那些日子，我们一边吃吃喝喝，一边聊人生，觉得这些时光真的很宝贵。#友谊时光# #小聚时光#,0.0,0.0,0.87,0.0,0.19,0.0
今天吃了超好吃的烧烤，和朋友们一起在小摊边坐着，天热吃着冷饮，感觉夏天就该这样！#烧烤日常# #夏日清凉#,0.0,0.0,0.89,0.11,0.09,0.11
每次看到一些励志故事，就会充满动力，感觉自己也可以做到更好！无论什么时候，都要记得坚持自己的梦想。#励志故事# #坚持梦想#,0.0,0.0,0.98,0.0,0.0,0.0
一直在努力过上更健康的生活，运动+饮食，逐渐让我感到身体的变化，心情也越来越好！#健康生活# #运动日常#,0.07,0.0,0.99,0.0,0.0,0.0
最近很想重新规划下我的时间，去学点新技能，挑战自己的极限，不想再浪费每一天。#自我成长# #时间管理#,0.0,0.08,0.69,0.19,0.14,0.0
最近忙里偷闲去看了场电影，真的好开心，感受到放松的力量，生活还是要时不时地给自己充充电！#电影时光# #放松#,0.0,0.0,1.0,0.0,0.0,0.0
今天去了一家新开的餐厅，环境特别好，菜品也非常棒。吃饭的时候就特别放松，真的好幸福！#美食日记# #餐厅推荐#,0.0,0.0,0.93,0.08,0.0,0.0
每次吃到好吃的东西，都想立马和家人分享。今天带妈妈去尝了她最喜欢的菜，看到她开心，心里也超级满足！#美食分享# #家庭时光#,0.0,0.0,0.98,0.0,0.07,0.0
最近有很多朋友都在准备自己的职业规划，看到大家都在为梦想努力，我也要更加努力，不辜负自己的期望！#职业规划# #奋斗目标#,0.0,0.06,0.9,0.0,0.0,0.0
每次和朋友们聊起未来的打算，总觉得未来充满了无限可能，真的很期待自己能走得更远！#未来规划# #积极向上#,0.06,0.0,0.97,0.0,0.0,0.0
