posts,angry,fear,happy,neutral,sad,surprise
做AE作业，下了三个插件都做不出来…（扶额苦笑）能不能滚啊…世界能不能爆炸…我都没力气说了…😭 #作业灾难#,0.34,0.16,0.0,0.0,0.52,0.0
作业太多了！今晚先把除了论文的都写完，周末出去玩，周日写论文，完美安排！😅 #忙碌生活#,0.0,0.0,1.0,0.0,0.07,0.0
一直觉得我不困，结果趴一下就睡着了，醒来都快下课了！😜 #懒散时光#,0.0,0.0,0.7,0.08,0.19,0.14
我和室友太搞笑了！我没搞明白的事去开导她，她也烦着我，然后反过来安慰我…我们真的是一对欢喜冤家！😂 #友谊万岁#,0.0,0.0,0.93,0.0,0.0,0.18
想了一晚上也不知道怎么回复啊啊啊，感觉一到晚上我就变得特别乱，真的够了…😵 #情绪起伏#,0.49,0.06,0.0,0.06,0.48,0.0
喝点酒，和朋友散步唱歌，感觉全世界都在为我们加油，真好！🎤 #美好时光#,0.0,0.0,1.0,0.0,0.0,0.0
为什么我只能待在学校？我想去旅游，抢到演唱会门票，和朋友一起吃好吃的，为什么不能随心所欲？😤 #旅行心愿#,0.14,0.0,0.29,0.11,0.4,0.15
我的阿勒泰太美了，立刻查了车票，总有一天我要去！🚞 #梦想启程#,0.0,0.0,0.98,0.0,0.0,0.06
三年前的这个时候，我还在追创，时间过得太快了，回忆满满！感叹人生如梦。🌱 #成长之路#,0.0,0.0,0.86,0.0,0.13,0.06
不想上学了，作业好多，面试也没看，团课还要上，能不能世界毁灭啊？🤯 #崩溃时刻#,0.44,0.12,0.0,0.0,0.61,0.0
今天我们四个讨论怎么发pyq，结果笑到不行，真是太搞笑了！😂 #朋友时光#,0.0,0.0,0.8,0.0,0.05,0.22
室友说不再理那个男生了，但她还是发了消息，哈哈，真是没救了！😂 #恋爱趣事#,0.0,0.0,0.8,0.0,0.15,0.18
每天都好累，连着上九天学，真的要成仙了！室友的花露水味真的让我笑死！😂 #生活趣事#,0.1,0.0,0.78,0.0,0.13,0.14
一边铲着，一边打麻将，我无敌了！两边的牌都不好，扶额苦笑。🃏 #麻将日常#,0.13,0.06,0.3,0.13,0.52,0.0
