posts,angry,fear,happy,neutral,sad,surprise
做AE作业，插件装了三个都不行…真是太崩溃了，能不能换个平行世界，不带这么累的啊？😅 #工作灾难,0.48,0.12,0.0,0.0,0.5,0.0
作业堆积如山，今晚得搞定，周末去玩，六一过得开心！周日再写论文，完美安排！📚 #忙碌人生,0.0,0.0,1.0,0.0,0.0,0.0
以为不困，结果趴下没多久就睡着了，醒来已经快下课了！天哪，我又被自己吓了一跳😂 #睡神附体,0.0,0.35,0.18,0.0,0.0,0.5
我和室友真是搞笑，彼此安慰对方，结果又把对方安慰成了。真是人生百态！😂 #室友奇遇记,0.0,0.05,0.74,0.0,0.0,0.24
一到晚上就感觉整个人都不一样，白天的我在哪里？我又在怀疑人生了哈哈哈哈！🌙 #夜间转变,0.0,0.0,0.92,0.0,0.0,0.16
喝了点小酒和朋友散步唱歌，感觉世界都在我们脚下！就是这么好！🎤 #美好时光,0.05,0.0,1.0,0.0,0.0,0.0
我只能呆在学校？我好想去旅行，吃好吃的，抢演唱会门票，去天南地北！😭 #旅行心愿,0.0,0.0,0.79,0.0,0.21,0.0
看了阿勒泰的美照，瞬间决定：我要去！火车几小时我不怕！🚞 #阿勒泰梦想,0.0,0.16,0.67,0.11,0.0,0.0
回忆三年前，那个夏天我还在追梦想，真心的瞬息万变，时光飞逝啊！🌸 #青春回忆,0.0,0.0,0.84,0.0,0.22,0.07
真的不想上学，作业堆成山，连课都听不下去，今晚能不能就这么世界毁灭了啊？😤 #生活挑战,0.57,0.12,0.0,0.0,0.52,0.0
笑死我了！室友说发pyq还差一张照片，结果她挑了张我摸工作哥头的，哈哈哈哈！😂 #友谊的搞笑瞬间,0.1,0.0,0.92,0.0,0.06,0.15
室友和我聊了半天，我没想到她最后还是给那个男生发了消息，真是悬！🙄 #恋爱乱象,0.15,0.13,0.0,0.07,0.38,0.3
一直在抱怨作业多，结果今天终于觉得很充实！去古镇拍照，诚品书店逛了一圈，真的很开心！📸 #充实的日子,0.0,0.0,1.0,0.0,0.0,0.0
朋友看似清醒，结果她一发消息给我，我就觉得心碎了，为什么我总是这副模样？💔 #恋爱烦恼,0.24,0.0,0.0,0.08,0.83,0.09
室友那体香真是搞笑，每次问她什么香味，她总是得意地说：“这是我的体香！”😂 #室友小趣事,0.07,0.0,0.63,0.1,0.0,0.26
我这也能看作是“社交运动”，在外面走走，吹吹风，散散心，放松一下！🌬️ #释放压力,0.0,0.0,0.74,0.3,0.0,0.0
怎么今天发了这么多微博…但不管怎样，三天一肚子怨气就得发泄一下嘛！😂 #情绪发泄,0.89,0.0,0.0,0.0,0.26,0.0
想了很久，最后决定放下他，真的感觉轻松了！他就像个泡沫，我的生活能离开他依然精彩！💪 #自我解脱,0.0,0.0,0.87,0.0,0.13,0.06
最近太累了，作业多，连上九天课，我已经变得不想动弹了。生活好不容易，我真的快要瘫了！😴 #疲惫时刻,0.13,0.07,0.08,0.0,0.86,0.0
室友说，我不爱海鲜，不喜欢剥虾，但我还是答应了她一起去吃，真是舍不得她一个人去。💖 #友谊至上,0.0,0.0,0.44,0.08,0.58,0.0
看了一天的剧，结果才知道原来这么久的回忆，都是我喜欢的！真的被剧中的人物打动了！📽️ #剧迷时光,0.0,0.0,0.82,0.0,0.0,0.2
今天和朋友们一起看电影，玩得很开心，心情超级好，感觉真的很充实！🎬 #电影时间,0.0,0.0,0.89,0.0,0.0,0.0
说到友情，真的很感谢我的室友。每次不开心的时候，我们会一起吹着晚风聊八卦，瞬间开心起来！🌙 #友情的力量,0.0,0.0,1.0,0.0,0.0,0.0
那个瞬间，看着家人坐在一起吃饭，才知道这些简单的快乐有多重要。每一份美好都值得珍惜！💛 #温暖时光,0.0,0.0,0.95,0.0,0.0,0.05
最近的日子太忙了，考试作业都堆得像山，累得想找个角落休息一下，看看大家都在做什么。😓 #工作堆积,0.19,0.0,0.0,0.09,0.72,0.0
真的是上头快、下头也快，所有热情都在瞬间爆发，三个月后就彻底冷却。就是这么极端！🤷‍♀️ #情感起伏,0.62,0.11,0.0,0.0,0.26,0.13
经过无数个想哭的夜晚，我终于学会了坚持！做题解心，生活总要继续。📚 #考试压力,0.0,0.08,0.63,0.0,0.4,0.0
虽然嘴上说着不想上学，但每个清晨还是会期待新的课程和朋友的相聚，大学生活原来这么有意思！🎓 #校园日常,0.0,0.0,0.92,0.0,0.0,0.17
最近完全被剧荒困扰，但《皓史》这部剧让我又找到了喜人的感觉，真好！📺 #剧集推荐,0.0,0.0,0.93,0.06,0.06,0.0
室友每次问我：“喝奶茶吗？”我说：“喝！”每次都能答上来，简直默契满分！🍹 #室友情深,0.0,0.0,0.82,0.09,0.1,0.0
虽然朋友们偷偷幸福了，我却心怀祝福，希望他们永远开心！但看着幸福的他们，我心里有点小嫉妒！💖 #感情纠葛,0.16,0.11,0.06,0.0,0.54,0.0
游戏比恋爱更有趣，原神最初是因为他才玩的，后来发现游戏真比男的好玩多了！😂 #游戏人生,0.0,0.0,0.77,0.0,0.0,0.19
终于体会到了狐假虎威的滋味，和辅导员一起进教室，连老师都以为我就是学生会的。😎 #生活趣事,0.1,0.0,0.59,0.06,0.09,0.24
