posts,angry,fear,happy,neutral,sad,surprise
今天一整天忙着备课，刚发现竟然没有准备好！能不能给我一天不忙的机会啊？😂 #拖延症人生,0.45,0.0,0.0,0.0,0.38,0.29
说实话，最近被工作压得喘不过气，每天都觉得好累好累。希望能早点有个小假期，好好休息一下！😓 #职场压力,0.07,0.07,0.0,0.09,0.73,0.0
为什么有时候就算很努力，还是觉得不够好？真的是努力了才知道自己有多渴望成功。💪 #自我挑战,0.11,0.0,0.14,0.0,0.63,0.14
每次看到微博上的各种好吃的，简直是饥饿罪！今天打算自己做点心，吃的开心，做的满足！🍰 #自己动手,0.0,0.0,0.82,0.0,0.16,0.08
最近看了好多书，每本都想推荐给大家！真的很喜欢这些能够带来启发的故事。📚 #书籍推荐,0.0,0.0,0.84,0.11,0.0,0.0
哇，今天终于做了一道成功的晚餐！不敢相信，自己也能做到这么好吃的菜！🍽️ #厨房小白进阶,0.0,0.0,0.89,0.0,0.0,0.18
一直觉得生活压力大，今天终于找到了一个释放压力的方法：跳舞！真的是超有趣，心情瞬间好起来。💃 #舞动人生,0.0,0.0,0.93,0.0,0.0,0.07
今天去吃了超好吃的火锅，和朋友们一起聊到很开心，感觉真的很久没有这么放松过了！🍲 #美食时光,0.0,0.0,0.96,0.0,0.05,0.0
工作忙得焦头烂额，明天一定要早起做点运动，身体健康才是最重要的！💪 #健康生活,0.0,0.0,0.88,0.09,0.11,0.0
最近身体有点不太好，好在休息了一段时间，感觉恢复了不少。还是要注意身体啊！🛌 #身体健康,0.0,0.05,0.96,0.0,0.05,0.0
今天有点困，感觉得一直忙着琐事，怎么就是不能停下来休息呢？真希望能拥有更多自由的时间！⏳ #忙碌生活,0.13,0.0,0.57,0.0,0.43,0.0
哎呀，今天做的工作竟然被人夸了！这感觉简直太好了，终于感到自己被认可了！🙌 #职场小成就,0.0,0.0,0.83,0.0,0.0,0.2
最近每天都在忙工作，突然发现已经很久没有静下心来享受生活了。得找个时间，彻底放松一下。🌸 #生活小确幸,0.0,0.0,0.81,0.0,0.13,0.07
看到朋友们在朋友圈发的旅行照，真的是好羡慕！总觉得自己应该去放个假，放松一下心情。🏖️ #旅行心愿,0.0,0.07,0.9,0.0,0.0,0.0
最近的天气越来越好，真希望能去户外走走，晒晒太阳，呼吸新鲜空气！☀️ #春天来了,0.07,0.0,1.0,0.0,0.0,0.0
今天和朋友们聚会，真的好久没见了，大家聊得好开心，感觉像回到学生时代那种无忧无虑的日子。🎉 #友情时光,0.0,0.0,0.97,0.0,0.0,0.0
生活总是忙碌的，但每当回到家，看到家人，心里就特别温暖。家是最好的避风港。🏡 #家庭时光,0.0,0.0,0.92,0.13,0.06,0.0
看到别人分享的旅行照片，心里真的好向往，自己也得抽空出去走一走，看看不一样的风景！🌍 #旅行计划,0.0,0.0,0.88,0.0,0.09,0.08
最近感觉自己的生活有点迷茫，但也知道只有自己努力了，才会看到希望。💪 #人生感悟,0.0,0.08,0.65,0.18,0.23,0.0
今天吃的午餐超赞，完全被美食治愈了！下次一定要试试新的菜谱～🍴 #美食发现,0.0,0.0,0.95,0.0,0.0,0.08
最近有点困扰自己，工作和生活的平衡真的好难把握。但想到能做自己喜欢的事，心情也会好一点。🤔 #生活平衡,0.06,0.09,0.6,0.1,0.26,0.0
和朋友们的聚会真是太开心了！每次见面都能聊到很多有趣的事情，感觉自己真的被大家宠爱！🎈 #友情真好,0.09,0.0,1.0,0.0,0.0,0.0
最近不断提醒自己，不要总是焦虑未来，要享受当下的每一刻，活在当下！🌸 #生活哲学,0.0,0.0,0.76,0.23,0.0,0.0
今天终于完成了一项长期拖延的任务，真的是一大解脱！以后一定要改掉拖延症。📅 #时间管理,0.0,0.0,0.76,0.0,0.17,0.0
突然意识到，自己总是忙着为别人着想，却忽视了自己的感受。以后要更加关注自己，照顾好自己！💖 #自我关怀,0.0,0.0,0.65,0.05,0.27,0.05
今天不小心吃了很多零食，明天一定要控制一下，健康饮食很重要！🍫 #健康生活,0.0,0.0,0.79,0.16,0.15,0.0
最近心情有点低落，不过想到自己还拥有很多爱我的人，就觉得一切都会好起来！💞 #正能量,0.0,0.06,1.0,0.0,0.0,0.0
