posts,angry,fear,happy,neutral,sad,surprise
今天偶遇了杨幂，内心简直要爆炸了！每次看到她都觉得她就是我心中的女神，能和她近距离接触，真的是太幸福了！#杨幂#,0.0,0.0,0.93,0.0,0.0,0.13
好久没有和朋友一起吃火锅了，今天终于找个时间，大家聚一聚，吃吃喝喝聊聊心事，这才是生活呀！#火锅日常#,0.0,0.0,1.0,0.0,0.0,0.14
看到杨幂的新剧《狐妖小红娘月红篇》，她的演技真的越来越好！每一场戏都让我感动，简直是看得入迷！#杨幂#,0.0,0.05,0.88,0.0,0.0,0.08
最近特别喜欢追杨幂的剧，尤其是她的每一个角色都特别有魅力。希望她的每一部作品都能越来越好！#杨幂剧迷#,0.06,0.0,0.99,0.06,0.0,0.0
一边看杨幂的电视剧，一边吃着火锅，真的是完美的组合！这样的时光真是令人幸福呀！#火锅时间#,0.0,0.0,0.95,0.0,0.05,0.1
昨天晚上跟朋友们一起聊了聊杨幂的成长历程，她真的是用实力证明了自己。每一步都走得那么坚定！#杨幂#,0.0,0.0,0.94,0.0,0.0,0.0
今天终于去参加了《狐妖小红娘月红篇》的首映礼，看到杨幂的现场表现，简直太精彩了！#杨幂粉丝#,0.0,0.0,0.86,0.06,0.0,0.16
一直觉得杨幂在所有角色中都能找到独特的魅力，特别是在《哈尔滨一九四四》中的表现，简直太精彩了！#杨幂演技#,0.0,0.0,0.82,0.08,0.0,0.13
今天和朋友们聊到杨幂的演技，大家一致认为她的角色塑造真的是超棒，期待她的新剧！#杨幂剧迷#,0.0,0.0,0.85,0.2,0.0,0.0
刚看到杨幂发布的新剧预告，心情激动到不行！希望她的每一部作品都能带给我们更多的惊喜！#杨幂新剧#,0.0,0.0,0.81,0.0,0.0,0.1
每次看到杨幂穿的衣服都特别好看，感觉她每一次亮相都充满了气场！她真是我的时尚偶像！#杨幂时尚#,0.0,0.0,0.95,0.0,0.0,0.12
今天陪妈妈一起看杨幂主演的电视剧，她也很喜欢，觉得她的演技真的很有层次感！#杨幂粉丝#,0.0,0.0,0.93,0.11,0.08,0.0
每次和朋友们讨论杨幂的演技，总是停不下来！她的每一部作品都是那么值得回味！#杨幂#,0.0,0.0,0.94,0.0,0.05,0.07
看到杨幂和粉丝们的互动，真是觉得她真的很贴心。每个细节都能感受到她的用心。#杨幂#,0.0,0.0,0.91,0.11,0.07,0.0
昨天和朋友一起去参加杨幂的签名会，真是一次难忘的经历！每一次见面都让我更加喜欢她！#杨幂粉丝#,0.0,0.0,1.0,0.0,0.0,0.0
最近总是沉迷于杨幂的电视剧，每一集都看得特别过瘾！真的是太喜欢她的角色了！#杨幂#,0.0,0.0,1.0,0.0,0.0,0.0
昨天和同事一起讨论杨幂的剧，大家一致认为她真的是越来越有魅力了，每个角色都演得太棒！#杨幂#,0.0,0.0,0.98,0.0,0.0,0.06
一直喜欢杨幂的演技，她的每个角色都充满了挑战，真的是越看越佩服她！#杨幂#,0.0,0.07,0.97,0.0,0.05,0.0
今天看到杨幂的剧更新了，立马去追了！她的每一部剧都让我停不下来，期待新的一集！#杨幂#,0.0,0.0,0.97,0.0,0.0,0.0
最近听说杨幂的新剧会有很多惊喜，真是太期待了！她每次都能给我们带来不一样的精彩！#杨幂#,0.0,0.0,0.92,0.0,0.0,0.09
看了杨幂的微博更新，真的是越来越喜欢她了！每一条微博都充满了正能量！#杨幂#,0.0,0.0,1.0,0.0,0.0,0.0
今天看完杨幂的最新采访，她的每一句话都特别有力量，真的很佩服她的坚持和努力！#杨幂#,0.0,0.07,0.95,0.0,0.0,0.0
和朋友们聊到杨幂，大家都说她真的是一直在进步，每次都能带给我们不一样的惊喜！#杨幂#,0.0,0.0,0.89,0.0,0.0,0.12
杨幂最近的戏真的是太棒了，每一部作品都让我完全进入角色。真是太喜欢她了！#杨幂#,0.0,0.0,1.0,0.0,0.0,0.0
昨天看完杨幂主演的剧集，真心觉得她演技越来越好！每个角色都能给我们带来不同的感动！#杨幂#,0.0,0.0,1.0,0.0,0.0,0.06
今天看到杨幂的最新造型，简直惊艳！她无论穿什么都特别好看，太有气质了！#杨幂#,0.0,0.0,0.69,0.1,0.0,0.28
最近追杨幂的剧，真是爱上她的演技！每一个角色都演得那么细腻，让人感动！#杨幂#,0.0,0.0,0.98,0.0,0.0,0.0
今天和朋友一起聊起杨幂的最新剧集，大家都一致认为她的演技真的越来越成熟了！#杨幂#,0.0,0.0,0.69,0.23,0.09,0.15
最近和家人一起看杨幂主演的剧，大家都觉得她的每个角色都很有魅力，真的很佩服她！#杨幂#,0.0,0.05,0.98,0.0,0.06,0.0
杨幂的最新作品真的太精彩了，每一集都看得特别过瘾，期待更多精彩内容！#杨幂#,0.0,0.0,0.95,0.0,0.0,0.0
今天看到杨幂最新的动态，心情超好！她的每一条微博都让人充满正能量！#杨幂#,0.0,0.0,0.97,0.0,0.0,0.0
一直喜欢杨幂的每一部剧，每个角色都让人深深沉浸其中，期待她的下一部作品！#杨幂#,0.0,0.0,0.94,0.06,0.0,0.0
每一次看到杨幂的舞台表现，都觉得她真的是天生的明星！她的魅力无法挡！#杨幂#,0.0,0.0,0.83,0.12,0.0,0.19
今天看了杨幂的舞台表演，真的是太精彩了！她的每一场表演都充满了能量！#杨幂#,0.0,0.0,0.95,0.05,0.0,0.0
杨幂的最新电视剧已经更新，真是等不及要追了！她的每部作品都让我期待不已！#杨幂#,0.0,0.0,0.79,0.0,0.05,0.12
每次看到杨幂的作品，都觉得她有一种独特的魅力，真的是越来越爱她了！#杨幂#,0.0,0.0,1.0,0.0,0.1,0.0
最近看到杨幂的新剧真的很激动！她的每个角色都那么精彩，演技越来越好！#杨幂#,0.0,0.0,0.97,0.0,0.0,0.0
杨幂真的是太强了！每一部作品都能让人刮目相看，她的表现力真的是无人能敌！#杨幂#,0.0,0.07,0.77,0.1,0.0,0.18
最近在追杨幂的剧，每一集都充满惊喜！她的每个角色都那么真实，让人感动！#杨幂#,0.0,0.0,0.93,0.0,0.0,0.0
今天看到杨幂的动态，觉得她真的是一个特别努力的人。她的每一步都走得那么踏实！#杨幂#,0.0,0.05,0.99,0.0,0.0,0.0
杨幂真的是我心中的女神，每次看到她的作品，都觉得她越来越完美！#杨幂#,0.0,0.0,0.89,0.05,0.08,0.12
今天去看了杨幂的剧，果然没有让我失望！她的每个表演都那么精彩！#杨幂#,0.0,0.0,0.98,0.0,0.0,0.13
杨幂的每个作品都特别有深度，每个角色都能触动我的内心，真的太喜欢她了！#杨幂#,0.0,0.0,0.99,0.0,0.0,0.0
看到杨幂和粉丝们的互动，真的是太暖心了！她真的是一个特别亲切的人！#杨幂#,0.0,0.0,0.92,0.0,0.05,0.0
最近在看杨幂的电视剧，真的是每一集都停不下来！太好看了！#杨幂#,0.0,0.0,0.93,0.0,0.0,0.1
每次看到杨幂的微博，我都觉得她真的是一个很有爱心的人，满满的正能量！#杨幂#,0.0,0.0,1.0,0.0,0.0,0.0
杨幂的演技真的是越来越好，她每一次的表演都让我看得特别过瘾！#杨幂#,0.0,0.0,0.99,0.0,0.0,0.0
看到杨幂的动态，总是让我充满力量。她真的是一个不管什么困难都能笑着面对的人！#杨幂#,0.0,0.07,1.0,0.0,0.0,0.0
杨幂真的好适合各种角色！她每次的表演都能带给我们不同的感受！#杨幂#,0.0,0.0,0.87,0.13,0.0,0.11
最近看到杨幂的最新舞台，简直被她的气场震撼到了！真的是我心中的女神！#杨幂#,0.0,0.0,0.73,0.12,0.0,0.26
