posts,angry,fear,happy,neutral,sad,surprise
最近工作实在是压力山大，感觉自己快要撑不住了，但还是每天努力活着。毕竟，活着本身就是一种勇气。💪 #研究生日常 #生活压力,0.0,0.12,0.48,0.15,0.4,0.0
看到别人那么轻松地玩耍，我却在忙着整理报告，真心觉得生活怎么会这么不公平。每次想给自己找个借口放松，最后还是无奈地继续干活。😩 #工作苦 #加班日常,0.36,0.06,0.0,0.0,0.74,0.0
想起来自己之前说过的那些话，现在真心觉得好可笑。每个阶段都有不同的自己，成长让人有时感到孤单，但也在慢慢学会自愈。🌱 #成长感悟 #情绪波动,0.08,0.13,0.42,0.15,0.45,0.0
期末考试真的太痛苦了！怎么都没准备好，感觉这些课也不想学，脑袋都快炸了😭 #期末焦虑 #学习压力,0.38,0.12,0.0,0.0,0.7,0.0
你说你做什么都能坚持，那我是不是应该学着像你一样做到不放弃呢？每次的努力都不容易，尽管内心充满了疑虑，但我知道总会有一个结果。📚 #努力奋斗 #心态调整,0.0,0.06,0.8,0.09,0.06,0.0
看到别人做得那么好，我也忍不住开始怀疑自己是不是不够努力，或许我也应该像他们一样，不给自己留任何借口。💭 #自我反思 #生活感悟,0.07,0.09,0.42,0.19,0.39,0.0
终于明白了，生活真的不需要太多的期望，放下负担，才能真正活得自在。🌼 #心态改变 #放松自己,0.0,0.0,0.8,0.08,0.09,0.06
说实话，我也没有那么喜欢社交，只是觉得孤单时，社交能给我短暂的安慰。但是，随着时间的流逝，越发感觉到自己的不安。👤 #社交疲惫 #孤独感,0.0,0.21,0.0,0.08,0.87,0.0
明明知道自己心里有很多不安，但总是控制不住自己去做些看似不重要的小事。也许这些小事能给我一点点的安心吧。🛋️ #生活琐事 #内心挣扎,0.0,0.11,0.15,0.09,0.72,0.0
从大一到现在，每一次的班级活动我都没参与过，忽然觉得自己真的是个不合群的人。也许人真的需要更多的社交和互动。🤷‍♀️ #孤独感 #班级活动,0.0,0.19,0.0,0.12,0.78,0.0
总是想通过努力去填补内心的空虚，但好像什么都做不完，最后依旧是那份空荡。是不是这样才叫成长呢？ #内心挣扎 #成长期,0.05,0.11,0.06,0.19,0.79,0.0
这几天一直在回想以前的自己，仿佛是一个不够自信、总是讨好别人以取悦自己的女孩。现在的我，学会了勇敢面对自己了。🌸 #自我觉醒 #成长感悟,0.0,0.07,0.62,0.19,0.27,0.0
每天都在为了别人拼命，但不知道自己到底要的是什么。也许，真正的幸福在于停下脚步，认真感受自己的内心。🌿 #生活反思 #内心平静,0.0,0.0,0.83,0.18,0.07,0.0
本以为自己会在这段时间里快速适应，但每次接触新的环境，我都会想放弃。幸好，最终我还是挺过来了。💪 #适应力 #生活挑战,0.0,0.09,0.73,0.09,0.15,0.0
最近常常在想，人生到底应该追求什么？是爱情、事业，还是内心的宁静？似乎一切都不是那么简单。🌙 #人生迷茫 #思考人生,0.0,0.12,0.11,0.29,0.43,0.16
不知道是不是过了某个年纪，感觉看电视剧越来越难有感动了，似乎每个故事都早已烂熟于心。🛋️ #生活疲惫 #剧荒,0.06,0.12,0.17,0.0,0.79,0.0
真的很不想面对眼前的工作和学业压力，但又能怎么办呢？只有默默咬牙坚持下去吧。👩‍🎓 #努力奋斗 #职场压力,0.0,0.1,0.47,0.06,0.5,0.0
每次说自己已经不再对某些事情抱有期待了，但现实却一次次给我重击。我该如何重新找回那个自信满满的自己？💔 #失落感 #内心冲突,0.0,0.1,0.0,0.0,0.96,0.0
突然觉得自己好像变了很多，不再那么相信外界的认可，只希望能过得简单且真实。也许，最好的生活就是对自己好一点。💫 #自我关怀 #简单生活,0.0,0.0,0.81,0.11,0.0,0.07
反思自己过往的经历，原来很多痛苦都是自己在内心不断折磨自己，走过那段路才发现，原来很多事都能释怀。🌱 #自我疗愈 #生活感悟,0.0,0.06,0.65,0.18,0.26,0.1
总是把自己困在这些不重要的事里，直到一切都拖延到最后一刻才着急。也许我真的是一个懒惰的学生，什么时候才能改变呢？📚 #拖延症 #自我批评,0.21,0.13,0.0,0.14,0.58,0.0
感觉这段时间自己的心情有些低落，可能是累了，想要休息一下。希望能找到一份平静，去重新调整自己。🧘‍♀️ #情绪调整 #心灵治愈,0.09,0.07,0.52,0.25,0.26,0.0
反复思考自己的未来，却总是找不到方向。或许，不是每个人都能马上找到自己想要的答案，但我会继续寻找。🔍 #未来迷茫 #人生规划,0.0,0.08,0.29,0.24,0.47,0.08
今天的生活也没什么特别的，但我还是很感恩，至少我有家、有朋友、还有自己的追求。🌸 #感恩生活 #日常,0.0,0.0,1.0,0.0,0.0,0.0
对于自己的学业总有很多不安，但又能怎么办呢？只能一边焦虑一边前进，尽量不让自己被拖慢步伐。💻 #学业压力 #焦虑症,0.0,0.22,0.0,0.27,0.59,0.0
生活有时候真的不容易，但我总是告诉自己，要勇敢地面对每一个挑战，即使它们看起来有些不可逾越。🛤️ #挑战自我 #勇气,0.0,0.11,0.92,0.0,0.0,0.0
明明知道自己有些事做不到，但总是努力去做，最后才发现根本就不需要逼迫自己。给自己一些宽容，活得更轻松。🎈 #自我接纳 #放下压力,0.0,0.0,0.81,0.11,0.12,0.0
今天和妈妈聊了很多，听到她的话突然有点惭愧。一直以来我都没能像她那样冷静从容。希望自己能变得更好。💬 #母亲的智慧 #成长,0.0,0.11,0.82,0.0,0.27,0.0
心情真的很复杂，明明已经决定不再对某些人有期望了，但情感的波动总是让我难以完全放下。💔 #情感复杂 #心灵挣扎,0.05,0.15,0.0,0.0,0.84,0.0
每天的生活都在忙碌中度过，似乎一切都不够完美，但我依然希望自己能做得更好。只要能进步，就不怕失败。🛠️ #努力向前 #生活压力,0.0,0.12,0.92,0.0,0.11,0.0
每次都想着调整自己的作息，但实际行动总是无法跟上。可能真的需要一个大环境的改变来激发自己的动力。⏰ #作息乱 #自我管理,0.2,0.08,0.0,0.3,0.44,0.0
一直在思考，人生是否真的是不断迎接挑战，才有成长的意义。每一次经历过挑战后，内心都会变得更强大。⚡ #人生哲理 #挑战自我,0.0,0.0,0.81,0.19,0.0,0.0
每天为自己定的目标总是完成不了，想着明天再做，可是明天又变成了后天。真的是心累了。😓 #拖延症 #自我批评,0.29,0.0,0.0,0.0,0.78,0.0
今天突然觉得自己已经变得很坚强了，不再轻易被外界的声音所动摇，至少在自己的路上走得更坚定了。💪 #自我成长 #坚强,0.0,0.09,0.98,0.0,0.0,0.0
最近终于认识到，过度的自我怀疑真的很痛苦。我要学会相信自己，给自己多一点信任和肯定。🌟 #自我接纳 #自我成长,0.0,0.06,0.61,0.14,0.28,0.0
生活有时候真的会把你逼得喘不过气来，但我相信自己能够挺过去，每一个困难都是成长的机会。💫 #生活挑战 #坚韧,0.0,0.12,0.9,0.0,0.0,0.0
有时候觉得自己太过于急功近利，总想着一步到位。其实，慢慢来，脚踏实地走才是最稳的。🚶‍♀️ #生活感悟 #慢慢来,0.0,0.0,0.75,0.28,0.08,0.0
