posts,angry,fear,happy,neutral,sad,surprise
今天真的是感慨万千，偶然翻到了那本小时候的日记，才发现自己已经改变了那么多。成长的过程真奇妙，有时候你以为自己没有变，其实早已悄悄走到了另一个地方。#成长的痕迹,0.0,0.06,0.69,0.0,0.2,0.15
最近感冒好几天，最痛苦的不是身体的虚弱，而是失去了味觉。吃东西一点味道都没有，感觉生活少了很多色彩。希望快点恢复，毕竟吃是人生一大乐事！#感冒日常,0.1,0.08,0.5,0.0,0.46,0.0
想起和朋友一起去旅行的那些日子，现在回忆起来都是满满的温暖。那些迷路的瞬间，吃过的美食，还有那个不小心晒伤的笑脸。#旅行回忆,0.0,0.1,0.91,0.0,0.16,0.0
最近工作很忙，压力也大，但每当回到家看到爸妈的笑脸，我觉得一切都值得。家是我最温暖的港湾，不管外面的世界多么喧嚣，家永远是我的支撑。#家的温暖,0.0,0.0,1.0,0.0,0.0,0.0
看着别人轻松完成工作，自己却拖延到最后一刻，总觉得差了点什么。明天一定要早点开始，不然又会被焦虑追赶。#拖延症,0.16,0.15,0.0,0.14,0.65,0.0
今天终于决定给自己一个小奖励，去吃了好久没吃的火锅！真的是超级满足，吃到撑，心情也超好。生活中的小确幸就是这么简单。#火锅大餐,0.0,0.0,1.0,0.0,0.0,0.0
最近有点累了，身体和心理的双重疲惫。可是每次想放弃时，总会有朋友给我鼓励，生活真是因为有了这些温暖而更有力量。#友情的力量,0.0,0.0,1.0,0.0,0.0,0.0
不知道为什么，最近心情总是忽上忽下。有时觉得自己很棒，有时又觉得迷失了方向。可能是因为压力太大，得学会放松自己才行。#心情起伏,0.0,0.08,0.1,0.13,0.7,0.05
昨天晚上做了一个奇怪的梦，梦到自己在马戏团当了一只大象，怀着小象还被赶着做表演。醒来后觉得好像生活也是一样，有时候会让我们做不想做的事，但又必须去面对。#梦境解析,0.0,0.21,0.06,0.35,0.35,0.1
真是太开心了！终于在演唱会上听到偶像唱了我最喜欢的歌！每次追星的热情都让我觉得自己像个少年。希望这个年末还可以实现更多的愿望！#追星日常,0.0,0.0,1.0,0.0,0.0,0.0
吃了超大份的炒面，结果吃到最后，发现自己吃撑了！真是贪心啊，不过偶尔放纵自己也没关系吧。反正今天开心就好！#放纵自己,0.08,0.0,0.5,0.0,0.4,0.06
最近开始重新健身了，每次在镜子前看着自己健身的成果，虽然微小但感觉自己越来越强大。虽然过程辛苦，但坚持下去一定能看到更好的自己！#健身日常,0.0,0.0,1.0,0.0,0.0,0.0
看完了《封神第一部》，这剧情真的太有感觉了，特别是艾斯那一段，哭得我眼泪都停不下来。看来最近是要开始回顾一些经典的老剧了。#剧荒不再,0.0,0.0,0.59,0.09,0.39,0.0
最近终于学会了做饭，自己做的那顿炒饭真是太好吃了！虽然味道不完全像外面餐馆做的那么完美，但至少有了自己的成就感！#做饭小白,0.0,0.0,1.0,0.0,0.0,0.0
每次在朋友圈看到大家去旅行，总是忍不住羡慕。自己现在没空出去，只能在工作中找到小确幸，但也希望快点有机会休息一下，放松身心。#旅行心愿,0.0,0.07,0.96,0.0,0.0,0.0
最近上班压力有点大，甚至开始拖延了。明天一定要早点起床，好好规划一天，不能再浪费时间了！每次拖延都让我感觉内心好焦虑。#拖延症的痛苦,0.3,0.15,0.0,0.0,0.62,0.0
看着别人买到心仪的商品，总是忍不住羡慕，自己有时候买东西也会犹豫很久，结果发现自己还是买了不少不必要的东西。买东西也真是个纠结的事！#购物狂,0.13,0.07,0.22,0.0,0.53,0.13
今天终于决定好好放松一下，吃了顿大餐，跟朋友们聊了很多有趣的事情，真的是最开心的时光。虽然是忙碌的一周，但也不忘享受生活中的美好。#快乐时光,0.08,0.0,1.0,0.0,0.0,0.0
今天收到了一条朋友发来的生日祝福，虽然已经不是第一次收到，但每一次都让我感到很温暖。这种久违的关心总能带给我力量。#友情温暖,0.06,0.0,1.0,0.0,0.0,0.0
昨天跟爸妈聊了很多，从小时候的回忆到现在的生活，感觉自己一直在变，但爸妈永远是我最坚实的后盾。真希望这份温暖能永远持续下去。#亲情的力量,0.0,0.0,1.0,0.0,0.0,0.0
昨天看到一个很有趣的视频，笑得都停不下来，觉得有时候生活真的需要这样的小确幸，放松自己，也让自己开心一笑。#开心时光,0.06,0.0,0.96,0.0,0.0,0.0
最近在思考一个问题：如果生活中没有那么多压力和挑战，我会过得更轻松吗？还是这才是让我成长和变得更好的动力？#生活哲学,0.0,0.0,0.45,0.35,0.08,0.19
朋友说她最近很迷茫，我也有过这种感觉。每次觉得自己走不下去的时候，总会想到那些曾经的坚持，结果还是一步步走过来了。#生活感悟,0.0,0.07,0.24,0.18,0.65,0.0
今天去看了一场电影，特别治愈，看完后感觉整个人都放松了。偶尔需要给自己这样一个休息的时光，去享受那些纯粹的美好。#治愈时光,0.0,0.0,0.92,0.09,0.0,0.0
最近一直在看一本小说，剧情超级吸引人，虽然有点慢热，但越看越想知道接下来会发生什么。总是喜欢这种能抓住我心的故事！#小说控,0.0,0.0,1.0,0.0,0.0,0.0
每次和家人一起吃饭，聊天，哪怕只是简单的一餐，也会觉得特别温馨。生活的美好，真的就是这些小小的瞬间。#家庭时光,0.0,0.0,1.0,0.0,0.0,0.06
今天在街上看到一对老夫妻手牵手走，心里特别温暖。也希望自己以后能和爱的人一起走到最后，像他们一样，携手一生。#爱情的模样,0.06,0.0,1.0,0.0,0.0,0.0
偶尔觉得自己有点累，但想想其实这种辛苦也给了我成长的机会。每一步的努力，都是为了更好地自己！#自我激励,0.0,0.0,0.96,0.0,0.0,0.0
看着朋友们的生活好像都过得很充实，自己也开始重新审视自己的生活方式。是时候给自己设定一些新的目标和方向了！#目标设定,0.0,0.0,0.85,0.13,0.0,0.0
每次看到别人努力追求梦想的样子，我也开始重新激励自己。希望可以勇敢追求自己想要的生活，无论遇到什么困难！#追梦,0.0,0.07,1.0,0.0,0.0,0.0
最近终于找到了一些新的兴趣爱好，开始学一些手工艺，虽然不完美，但至少让我感觉自己变得更有创造力了。#兴趣爱好,0.0,0.0,0.95,0.0,0.0,0.0
看着手头的工作一堆堆，真的有点头大。希望明天能顺利完成，给自己一个小小的奖励，放松一下！#工作压力,0.13,0.08,0.39,0.07,0.39,0.0
今天吃了好多好吃的，感觉自己又开始控制不住嘴巴了，明天一定要恢复运动计划！#吃货心态,0.0,0.0,0.97,0.0,0.07,0.0
看着家里的猫咪安静地睡着，心里真的是特别平静。生活中有些小小的陪伴，真的是很宝贵的幸福。#宠物日常,0.08,0.0,0.84,0.0,0.06,0.0
终于把自己的工作任务完成了，觉得自己超有成就感！不过也累得要命，今天晚上一定要好好休息一下！#工作成就感,0.0,0.0,1.0,0.0,0.0,0.0
最近有点小迷茫，不知道未来的方向在哪里。希望能通过努力，找到自己真正想走的路。#迷茫期,0.0,0.14,0.31,0.19,0.45,0.0
昨天和朋友们聚会聊了很多，真的是超级开心。每次和朋友们在一起，都能感受到满满的正能量！#朋友时光,0.0,0.0,1.0,0.0,0.0,0.0
今天和爸妈一起去逛了市场，看到他们开心的样子，真的觉得一切辛苦都值得。#家庭温暖,0.0,0.07,1.0,0.0,0.07,0.0
最近开始收拾自己的房间，想把一切整理得井井有条。每当看到整洁的空间，心情也会变得好很多！#整理生活,0.0,0.0,0.9,0.07,0.0,0.0
看到自己一直追的演员在新剧中的表现，真的特别感动。那份坚持和努力让我更加坚定自己的信念，人生总会有高峰。#演员精神,0.0,0.0,1.0,0.0,0.0,0.0
今天的心情特别好，朋友给我送了一个小礼物，虽然很简单，但让我觉得特别温暖。#小小礼物,0.11,0.0,0.95,0.0,0.0,0.0
最近身体状态不太好，决定开始更加注意健康。健康是最宝贵的财富，不能忽视！#健康生活,0.0,0.0,0.84,0.17,0.0,0.0
看着家人健健康康的样子，心里特别感恩。健康真的是一切的基础，只有身体好，才有能力去追求其他的梦想。#健康第一,0.0,0.0,1.0,0.0,0.0,0.0
和朋友一起讨论了一些未来的计划，感觉大家都在朝着自己的目标努力，我也要加油，不能落后！#计划未来,0.0,0.1,0.97,0.0,0.0,0.0
每次看到路上小朋友们开心的笑脸，都会觉得自己也应该更开心一点。生活中的每一个小小的幸福都值得珍惜。#童真快乐,0.14,0.0,1.0,0.0,0.0,0.0
最近有些疲惫，但每次想到家人和朋友们的支持，就觉得所有的疲惫都是值得的。#感恩支持,0.0,0.0,1.0,0.0,0.0,0.0
做了一些简单的自我整理，感觉自己整个人都变得清爽了。生活就是需要这样的小调整，才能保持活力！#生活小调整,0.0,0.0,0.92,0.08,0.0,0.0
看着自己的小目标逐步实现，心里真的很满足。这些小小的努力积累，最终会变成大大的成就！#小目标,0.0,0.0,0.98,0.0,0.0,0.0
今天特别想念已经不在身边的朋友，每次想到她，心里就充满了温暖。#朋友的思念,0.08,0.1,0.38,0.0,0.56,0.0
最近有些事情做得不够好，但我会努力改进。每次失败都是成长的机会，要学会从中找到教训。#失败成长,0.0,0.09,0.65,0.18,0.28,0.0
