posts,angry,fear,happy,neutral,sad,surprise
今天路过篮球场，看到好多男生穿背心，青春的气息简直扑面而来！💪🏀 #青春无限 #运动风,0.0,0.0,0.91,0.05,0.0,0.09
一开始激动的抢到五一去长沙的火车票，结果一看天气预报……长沙的鬼天气我真是要疯了！🌧️ #五一旅行 #天气不美丽,0.33,0.14,0.16,0.0,0.11,0.28
姐姐去日本玩了！富士山好美，真的好想也能去旅行，大家帮我许个愿，希望今年能出国！🌏 #旅行愿望 #富士山,0.0,0.0,1.0,0.0,0.0,0.0
看到朋友发的马歇尔音响礼盒！好羡慕啊！赶紧去字节的同事那边抢了一个，期待年后能拆箱！🎁 #年终福利 #礼物惊喜,0.0,0.0,0.86,0.0,0.0,0.17
终于到了哈尔滨！虽然一路中转有点麻烦，但这个雪景让一切都值了！❄️ #冬季旅行 #哈尔滨,0.0,0.0,1.0,0.0,0.0,0.07
哈尔滨火了！车票又难抢了，估计今年过年回家的车票更难抢了，谁能帮我留个位置呢！🚆❄️ #回家过年 #哈尔滨,0.36,0.12,0.19,0.0,0.38,0.07
和大勺一起做MBTI测试，原来他是ISFP，我是ESFJ！发现性格测试好有趣！😊 #MBTI性格测试 #性格分析,0.0,0.0,0.57,0.15,0.0,0.3
看到猫猫钻进被窝里，瞬间觉得冬天特别温暖，真是幸福！🐱 #萌宠时光 #冬日温暖,0.05,0.0,0.96,0.0,0.0,0.0
周末就是这样，睡到自然醒，阳光洒进窗，整个人都特别放松！☀️ #周末放松 #阳光明媚,0.0,0.0,1.0,0.0,0.0,0.0
万圣节去欢乐谷玩，看到好多帅哥美女，气氛超级棒！🎃 #万圣节 #欢乐谷,0.0,0.0,0.98,0.0,0.0,0.08
同事们每天都推荐房子给我，真的被他们的关心暖到，大家是真的在意我还没有房子呢！🏡 #租房生活 #同事关心,0.0,0.09,1.0,0.0,0.07,0.0
最近忙得焦头烂额，连宣传图都没时间好好改，压力好大！😖 #工作压力 #创意拼搏,0.26,0.12,0.15,0.05,0.51,0.0
上班已经四天，感觉精神完全崩溃，周四了，怎么能熬过去啊？😓 #职场压力 #周四焦虑,0.25,0.16,0.0,0.0,0.73,0.0
茶室里看到一只边牧，眼睛好特别，鸳鸯眼超好看！它真是最可爱的存在！🐶 #萌宠时光 #边牧,0.0,0.07,0.81,0.1,0.06,0.09
上班第一天的状态，晕乎乎的，真是完全没有恢复过来的样子！💼 #第一天上班 #职场新手,0.19,0.13,0.0,0.0,0.62,0.0
假期发烧来医院打针，这个十一假期完全是被病魔占领了！😷 #生病 #十一假期,0.4,0.1,0.0,0.0,0.47,0.06
哇，情绪稳定的男朋友真的是太重要了！希望自己有个能处理问题、平稳情绪的伴侣！💑 #理想伴侣 #情绪稳定,0.0,0.0,0.96,0.0,0.0,0.0
第二次尝试茅台瑞幸的酱香拿铁，感觉越来越好喝了！慢慢爱上了这种味道！☕ #酱香拿铁 #咖啡时间,0.0,0.0,0.87,0.12,0.16,0.0
