posts,angry,fear,happy,neutral,sad,surprise
和[name]终于见面了！我们已经做了好几年的网友，今天终于见面，真是开心到爆！这次见面真的很期待，超爱他！💖 #网恋变现实,0.0,0.0,1.0,0.0,0.0,0.0
怎么回事？我今天吃了一个全餐，肚子满了，体重怎么一点没动？是不是减肥没有效果？🥲 #减肥路漫漫,0.06,0.0,0.0,0.11,0.54,0.41
发现今天居然没啥特别的事做，大家有没有这种感觉？每一天都像在做同样的事，不知道什么时候能破局💭 #生活小烦恼,0.33,0.09,0.0,0.0,0.35,0.4
今天又去了忙碌的一天，脚都站不住了，这种上班的节奏真的是没法停下来😩 #上班族日常,0.37,0.0,0.11,0.0,0.56,0.0
刚吃完的晚餐，胃居然这么不高兴。可能这就是生活中的小小不爽吧，吃啥都不开心🙄 #生活烦恼,0.47,0.0,0.0,0.0,0.43,0.28
#生活感悟# 最近经常抱怨自己没时间休息，但真的好久没去旅行了！计划五一假期去放松，期待久违的旅行啦🌟,0.0,0.0,0.98,0.0,0.17,0.0
怎么又让我考了个试，我都快疯了！能不能让我安心工作啊？考试啥的，烦死我了！😂 #考试无情,1.0,0.05,0.0,0.0,0.0,0.0
今天遇到一点儿麻烦，手机摔了个大跟头，血泡都出来了，真的是霉运加身😭 #坏运气,0.51,0.13,0.0,0.0,0.44,0.0
做慈善活动完成了！虽然输了点，但还是很开心能够帮助别人，生活真得有时给我们很多机会去做些有意义的事情😊 #做公益,0.0,0.0,1.0,0.0,0.0,0.0
#吃货日常# 最近超爱吃的酸菜鱼，每一口都那么满足！感觉自己真的是个十足的吃货，谁能理解我那种幸福感😋,0.0,0.0,1.0,0.0,0.0,0.07
发现自己好久没做点事了，手机沉迷游戏都快不记得自己是干什么的了😂 #生活懒散,0.2,0.09,0.0,0.0,0.81,0.1
我好像发现自己最近特别喜欢拍一些无聊的东西，然后发微博，自己都有点觉得好笑哈哈 #生活记录,0.12,0.0,0.94,0.0,0.0,0.11
今天给自己放个小假，没什么特别的事，坐下来静静地整理一下心情，感觉生活有时候也得慢慢来哦！🌸,0.0,0.0,0.95,0.05,0.0,0.0
忽然觉得自己没啥想法，今天就发个plog记录一下，别的事情就留给明天吧。 #平凡的一天,0.0,0.0,0.49,0.08,0.3,0.07
从中午吃到晚上，真的是撑得不行，怎么会这么饿呢？都说要慢慢吃，可我控制不住啊🍔 #食欲大增,0.0,0.13,0.47,0.0,0.51,0.16
不知道怎么回事，最近对自己越来越有自信了，突然想要买些新衣服，准备焕然一新！👗 #换个形象,0.07,0.0,0.89,0.0,0.0,0.06
每次回到家乡，真的是开心的没话说！不过还是会想念在外面工作的日子，家就是充满温暖的地方😊 #归属感,0.0,0.0,1.0,0.0,0.0,0.0
今天和朋友一起度过了一段愉快的时光，聊了好多事情，感恩有这样的朋友陪伴我！❤️ #友谊,0.0,0.0,1.0,0.0,0.0,0.0
在家也能找点乐子，最近我开始做手工艺了，感觉自己的创造力又被激发了出来！ #兴趣使然,0.06,0.0,0.97,0.0,0.0,0.0
完了，衣服终于穿不下了！我决定从今天开始坚持运动，看看能不能回到曾经的身材。💪 #运动加油,0.0,0.0,0.99,0.0,0.18,0.0
最近我发现了一个很好的小餐馆，菜量超大，味道又好，真的是满分好评！🍴 #美食分享,0.0,0.0,0.94,0.09,0.0,0.0
不知道怎么了，最近总是情绪不太稳定，一会儿开心一会儿烦，生活是越来越乱了 😩 #情绪波动,0.3,0.08,0.0,0.0,0.6,0.08
今天去爬山了，终于从办公室出来，深深地吸了一口新鲜空气，真的是生活的充电站！🌿 #远足,0.0,0.0,1.0,0.0,0.0,0.0
真不敢相信今天穿了新买的衣服上班，结果同事居然夸了我一整天，真的是超级开心！🥳 #穿搭分享,0.0,0.0,0.81,0.0,0.0,0.27
最近总是忙到没时间跟朋友聚会，想着是时候要给自己腾点时间，和朋友们一起出去放松放松啦🎉 #生活充电,0.0,0.0,0.91,0.0,0.16,0.0
最近真的很想开一家自己的咖啡店，真希望能有一天实现这个梦想，做一个轻松的老板☕ #梦想生活,0.06,0.0,0.84,0.05,0.0,0.06
我现在有了新爱好——手作料理，每次做完都很有成就感！希望能继续坚持下去🍳 #动手做,0.06,0.0,0.92,0.0,0.0,0.0
最近感觉家里的一切都太安静了，我想有点变化，可能需要换个环境，换个心情🌼 #环境改变,0.1,0.0,0.5,0.26,0.16,0.07
今天听了一场讲座，真是受益匪浅。每次能学到新知识，都会觉得自己有了更多可能。📚 #学习生活,0.0,0.0,0.88,0.0,0.0,0.0
