posts,angry,fear,happy,neutral,sad,surprise
今天做了自己做的早餐：吐司+奶酪，西多士中间的奶酪流心，真的是太好吃啦！下次一定要再做！#早餐时光#,0.0,0.0,0.98,0.0,0.0,0.0
最近研究潮汕牛丸好深入，每天都在看相关视频，感觉自己变得很厉害！周末实践第三次，准备挑战更高难度！#厨艺小达人#,0.0,0.07,0.89,0.0,0.0,0.0
在厨房里忙了一整个上午，做了好多美味的菜，感觉自己越来越喜欢烹饪了！#生活的小确幸#,0.0,0.0,1.0,0.0,0.0,0.06
最近有点被生活压得喘不过气，真的是从早到晚都忙个不停，想放松也很难，谁能理解这种疲惫呢？#上班压力#,0.2,0.08,0.0,0.0,0.69,0.0
又尝试了用新买的厨师机做面包，揉面到手套膜出来那一刻真的好有成就感，感觉花的钱真的没白花！#烘焙挑战#,0.0,0.0,0.96,0.0,0.0,0.06
最近吃了很多美食，发现南京烤鸭真的超好吃，比广州的还要棒！大家有机会一定要去试试！#美食推荐#,0.0,0.0,0.88,0.18,0.08,0.0
刚学做的粤菜，感觉自己越来越接近成为厨艺高手的目标了！下次一定要再试做更复杂的菜肴！#粤菜小白#,0.0,0.0,0.92,0.08,0.11,0.05
在朋友圈看到大家的旅行照片，自己也好想出去玩啊！但工作和家庭忙碌，又不得不忍住不去！#旅行梦#,0.0,0.06,0.65,0.0,0.33,0.07
这几天都在忙着带娃，感觉自己过得很充实，虽然有点累，但能看到娃的笑脸，就觉得一切都值得！#育儿时光#,0.0,0.0,1.0,0.0,0.0,0.0
最近吃的甜点都好好吃，尤其是手作的芝士猪柳蛋帕尼尼，真的是超级满足！#美食控#,0.0,0.0,0.98,0.0,0.08,0.0
终于决定开始锻炼了！今天去健身房试了几组动作，感觉一整天都充满了动力，保持下去一定能看到效果！#健身计划#,0.0,0.0,1.0,0.0,0.0,0.05
又到了周末，计划做点小甜点给自己奖励一下！今天的目标：戚风蛋糕！希望这次能成功！#周末烘焙#,0.0,0.0,0.96,0.06,0.0,0.0
今天收到朋友送的紫色花束，太喜欢了！她知道我喜欢紫色，这种小小的心思真的让我超级开心！#友情时光#,0.08,0.0,1.0,0.0,0.0,0.05
今天试着做了新的菜肴，虽然失败了几次，但最终完成了！有点小骄傲，希望下次能做得更好！#烹饪挑战#,0.0,0.0,0.98,0.0,0.0,0.0
在办公室做的菜居然被同事夸了！虽然有点小紧张，但能得到大家的赞美真的是太开心啦！#职场小确幸#,0.0,0.0,0.94,0.0,0.0,0.2
终于见到心心念念的朋友，聊得好开心！每次和她见面，总能感到满满的温暖和能量！#友情时光#,0.07,0.0,1.0,0.0,0.0,0.0
